item,K,rho_hat,rho_lcb,D,vovk_floor,gate_A,gate_B_floor_ok
imp_dem,95,0.09719559880200662,0.08194502260740595,0.14732390837056736,0.14586499149789456,False,True
rej_leader,104,0.056705553921817746,0.048290273958062166,0.13979577800651202,0.13934660285832354,False,True
rej_army,104,0.05235219346876425,0.044771950656198226,0.1397111636468713,0.13934660285832354,False,True
sup_demsys,105,0.12431515971851684,0.09414498602569622,0.14154958799267378,0.1386750490563073,False,True
confid_parl,105,0.05177386643971146,0.04394291099718785,0.13907728481672046,0.1386750490563073,False,True
