s_transport,rho,oracle_cov,plugin_cov,da_cov,oracle_w,plugin_w,da_w,clean_sup_mean,cont_sup_mean,dominance_ok
0.5,0.18726535904505423,1.0,1.0,1.0,0.33327726670777647,0.33262582358440923,0.33417484879864184,0.10843654647450948,0.11754148540804349,1.0
0.5,0.1914980442266491,1.0,1.0,1.0,0.3326262103511318,0.3633586317964549,0.32557215005187484,0.0977930220584043,0.10117649282658933,1.0
0.5,0.19877858871845233,1.0,1.0,1.0,0.3541721928351199,0.3678512402155054,0.3426110737619691,0.09749313893961745,0.10840916141826361,1.0
0.5,0.18817639770115044,1.0,1.0,1.0,0.4026331600834652,0.40268120757056386,0.3394247954574841,0.09321537170226663,0.09727856272504853,1.0
0.5,0.17732996033595944,1.0,1.0,1.0,0.3412359953431629,0.38730165609135,0.31308972533013935,0.10355773322897859,0.10585143228226519,1.0
0.5,0.21871527547478503,1.0,1.0,1.0,0.3634591152622034,0.3647769403976061,0.32184092637676,0.0859181155696597,0.09324660147199242,1.0
0.5,0.2057978433312824,1.0,1.0,1.0,0.3158613567981908,0.3297342236843421,0.34248367840284294,0.09104691263872018,0.09521822223412502,1.0
0.5,0.20797042267151059,1.0,1.0,1.0,0.3595310345829702,0.3269049276259366,0.28737889065773514,0.08800706020033872,0.0908790365354637,1.0
0.5,0.16131475346873825,1.0,1.0,1.0,0.38751415239450016,0.37218062206059266,0.38115042806614174,0.11662736738716109,0.12460176070287206,1.0
0.5,0.21965054686911473,1.0,1.0,1.0,0.3689668768744842,0.34940170403826054,0.30257554122549857,0.08515583891202332,0.09146583845244444,1.0
0.5,0.20386581512644555,1.0,1.0,1.0,0.3314336633879294,0.3120990666772642,0.2964673436907309,0.09354159529374544,0.10384088900384306,1.0
0.5,0.16216966100601288,1.0,1.0,1.0,0.42183572935697483,0.4403157653280315,0.38885470332412886,0.10834653136995888,0.11345782564255825,1.0
0.5,0.22870503380502782,1.0,1.0,1.0,0.2994377765674877,0.3133242714101519,0.2920688822780237,0.08547857920260656,0.09491205755300028,1.0
0.5,0.23261430913523876,1.0,1.0,1.0,0.28071768476216186,0.27843491555333383,0.24634963453969955,0.08119028909565867,0.08416770360347504,1.0
0.5,0.21333888341464416,1.0,1.0,1.0,0.32420816945992775,0.3407563033755555,0.32884290010146006,0.08802569665211157,0.09554417116508405,1.0
0.5,0.21875859782210477,1.0,1.0,1.0,0.33284093298849887,0.35104735878673593,0.30781845161397614,0.08317495791463432,0.09155221998943341,1.0
0.5,0.17060954111002125,1.0,1.0,1.0,0.3901368220021826,0.41649559844847117,0.3610114874813566,0.10254650244870779,0.11003303997708855,1.0
0.5,0.18118114894907045,1.0,1.0,1.0,0.3453248415074114,0.330927180438877,0.3309317693623216,0.11045759492536295,0.11038189970028287,0.0
0.5,0.1787003476746218,1.0,1.0,1.0,0.3762491259477322,0.3955481022693553,0.3793508076538504,0.1065061276200558,0.11589238301550103,1.0
0.5,0.2011491075860858,1.0,1.0,1.0,0.31475652354596007,0.3042138970165177,0.28217517945640147,0.09476221201210117,0.09885774405570492,1.0
0.5,0.2084774067642379,1.0,1.0,1.0,0.3209870270672501,0.33085897130032904,0.3200334016196506,0.09632718189964788,0.0983144597437289,1.0
0.5,0.1909148606636991,1.0,1.0,1.0,0.3462797684082955,0.37889447593825143,0.3879236156631351,0.09974781868047318,0.10979034834074845,1.0
0.5,0.18712094928798229,1.0,1.0,1.0,0.36048731979306303,0.4023677505542328,0.34224800583310855,0.1048867599167626,0.1107077914394762,1.0
0.5,0.23079869862529506,1.0,1.0,1.0,0.3232312151731878,0.34887921653346166,0.31672914030056887,0.08729333715558635,0.0957818838976097,1.0
0.5,0.2215777555663827,1.0,1.0,1.0,0.3383603954632136,0.31353623592521346,0.28674106283369794,0.09249357161945121,0.0930792319030861,1.0
0.5,0.20431524968639533,1.0,1.0,1.0,0.3490231441279563,0.36318582955124185,0.3339730625938378,0.08788740681797468,0.09634901209589383,1.0
0.5,0.1738320336201275,1.0,1.0,1.0,0.36142824502574333,0.3682680783920916,0.35166200988078217,0.1115992602575608,0.11559755001917969,1.0
0.5,0.18144483606994158,1.0,1.0,1.0,0.39036983555868876,0.39628779294684147,0.3966940757820017,0.1076730868857598,0.1123045041014818,1.0
0.5,0.18967086490097926,1.0,1.0,1.0,0.38841993816935116,0.4074828999361289,0.304993345283207,0.10691371794508588,0.11283489964000827,1.0
0.5,0.19320133018959626,1.0,1.0,1.0,0.3376689010299624,0.3669440551249149,0.3148140571438784,0.10068336257719483,0.1041096948923366,1.0
0.5,0.22758981598388328,1.0,1.0,1.0,0.31067725646695743,0.2932915220943686,0.3038894629514918,0.08215463223314494,0.08276202706948958,1.0
0.5,0.2019199580982621,1.0,1.0,1.0,0.3248322330948791,0.34471174126883075,0.2990772456359104,0.09467646073448152,0.0997788536573532,1.0
0.5,0.2425291605962298,1.0,1.0,0.0,0.3137037808139244,0.32071556327009465,0.2539573952122759,0.07307469890735276,0.08139433886972221,1.0
0.5,0.22640492223620198,0.0,0.0,0.0,0.2889208013893258,0.31938309801456405,0.28334708214266685,0.08964544475449783,0.09975308159483232,1.0
0.5,0.20238767260007762,1.0,1.0,1.0,0.3482884325520953,0.3422745957624747,0.2805878068436202,0.09754388729670552,0.10006984436798622,1.0
0.5,0.18612369034329257,1.0,1.0,1.0,0.34357661010698265,0.35468468206024867,0.31947209304705254,0.10466451181336313,0.11002905562217435,1.0
