item,iso,K_item,anypair,anypair_plugin,net,net_plugin,persist,persist_plugin
imp_dem,20,59,False,False,False,False,False,False
imp_dem,32,59,True,True,True,True,False,False
imp_dem,36,59,True,True,True,True,False,True
imp_dem,51,59,False,False,False,False,False,False
imp_dem,76,59,False,False,False,False,False,False
imp_dem,124,59,True,True,True,True,True,True
imp_dem,152,59,True,True,True,True,False,False
imp_dem,156,59,False,False,False,False,False,False
imp_dem,158,59,False,True,False,False,False,False
imp_dem,170,59,False,False,False,False,False,False
imp_dem,196,59,True,True,True,True,False,False
imp_dem,218,59,True,True,True,True,True,True
imp_dem,231,59,False,False,False,False,False,False
imp_dem,268,59,True,True,True,True,True,True
imp_dem,276,59,True,True,False,False,False,False
imp_dem,288,59,True,True,True,True,True,True
imp_dem,344,59,False,True,False,True,False,True
imp_dem,356,59,False,False,False,False,False,False
imp_dem,360,59,False,False,False,False,False,False
imp_dem,364,59,False,False,False,False,False,False
imp_dem,368,59,True,True,True,True,True,True
imp_dem,392,59,False,True,False,False,False,False
imp_dem,398,59,True,True,True,True,True,True
imp_dem,400,59,True,True,True,True,False,False
imp_dem,410,59,True,True,True,True,False,True
imp_dem,417,59,False,False,False,False,False,False
imp_dem,422,59,True,True,True,True,True,True
imp_dem,434,59,False,False,False,False,False,False
imp_dem,458,59,True,True,False,False,False,False
imp_dem,484,59,True,True,True,True,True,True
imp_dem,504,59,True,True,True,True,False,False
imp_dem,528,59,False,True,False,False,False,False
imp_dem,554,59,False,False,False,False,False,False
imp_dem,566,59,False,False,False,False,False,False
imp_dem,586,59,False,False,False,False,False,False
imp_dem,604,59,False,True,False,False,False,False
imp_dem,608,59,True,True,True,True,True,True
imp_dem,616,59,False,False,False,False,False,False
imp_dem,642,59,True,True,True,True,False,False
imp_dem,643,59,False,True,False,True,False,False
imp_dem,646,59,True,True,True,True,True,True
imp_dem,688,59,False,False,False,False,False,False
imp_dem,702,59,False,False,False,False,False,False
imp_dem,704,59,False,True,False,True,False,True
imp_dem,705,59,False,False,False,False,False,False
imp_dem,710,59,True,True,True,True,True,True
imp_dem,716,59,False,False,False,False,False,False
imp_dem,724,59,False,False,False,False,False,False
imp_dem,752,59,True,True,True,True,True,True
imp_dem,764,59,True,True,False,False,False,False
imp_dem,780,59,False,True,False,True,False,True
imp_dem,788,59,True,True,True,True,True,True
imp_dem,792,59,True,True,True,True,True,True
imp_dem,804,59,True,True,False,True,False,False
imp_dem,818,59,False,False,False,False,False,False
imp_dem,826,59,False,False,False,False,False,False
imp_dem,840,59,False,True,True,True,False,True
imp_dem,858,59,False,False,False,False,False,False
imp_dem,860,59,False,True,False,True,False,True
rej_leader,8,77,True,True,True,True,True,True
rej_leader,12,77,True,True,True,True,True,True
rej_leader,20,77,False,False,False,False,False,False
rej_leader,31,77,False,False,False,False,False,False
rej_leader,32,77,False,False,False,False,False,False
rej_leader,36,77,False,True,False,False,False,False
rej_leader,50,77,False,False,False,False,False,False
rej_leader,51,77,False,False,False,False,False,False
rej_leader,70,77,True,True,True,True,True,True
rej_leader,76,77,False,True,False,False,False,False
rej_leader,100,77,False,False,False,False,False,False
rej_leader,112,77,False,True,False,True,False,True
rej_leader,124,77,False,True,False,False,False,False
rej_leader,152,77,True,True,False,False,False,False
rej_leader,156,77,False,True,False,False,False,False
rej_leader,158,77,False,False,False,False,False,False
rej_leader,170,77,True,True,False,False,False,False
rej_leader,196,77,True,True,False,False,False,False
rej_leader,203,77,False,False,False,False,False,False
rej_leader,218,77,False,False,False,False,False,False
rej_leader,231,77,False,False,False,False,False,False
rej_leader,233,77,True,True,True,True,True,True
rej_leader,246,77,True,True,True,True,True,True
rej_leader,268,77,True,True,True,True,False,False
rej_leader,276,77,False,False,False,False,False,False
rej_leader,288,77,False,True,False,True,False,True
rej_leader,320,77,False,False,False,False,False,False
rej_leader,344,77,False,True,False,False,False,False
rej_leader,348,77,False,False,False,False,False,False
rej_leader,356,77,True,True,False,False,False,False
rej_leader,360,77,False,False,False,False,False,False
rej_leader,364,77,True,True,False,False,False,False
rej_leader,368,77,False,False,False,False,False,False
rej_leader,392,77,True,True,False,False,False,False
rej_leader,398,77,False,False,False,False,False,False
rej_leader,400,77,True,True,False,False,False,False
rej_leader,410,77,False,False,False,False,False,False
rej_leader,417,77,True,True,False,False,False,False
rej_leader,422,77,True,True,True,True,True,True
rej_leader,434,77,False,False,False,False,False,False
rej_leader,458,77,True,True,False,False,False,False
rej_leader,484,77,False,False,False,False,False,False
rej_leader,498,77,False,False,False,False,False,False
rej_leader,504,77,True,True,False,False,False,False
rej_leader,528,77,False,True,True,True,False,False
rej_leader,554,77,True,True,False,True,False,False
rej_leader,566,77,False,True,False,False,False,False
rej_leader,578,77,False,False,False,False,False,False
rej_leader,586,77,True,True,True,True,False,False
rej_leader,604,77,False,False,False,False,False,False
rej_leader,608,77,False,True,False,False,False,False
rej_leader,616,77,True,True,True,True,True,True
rej_leader,630,77,False,False,False,False,False,False
rej_leader,642,77,True,True,False,False,False,False
rej_leader,643,77,True,True,False,False,False,False
rej_leader,688,77,True,True,False,False,False,False
rej_leader,702,77,True,True,False,False,False,False
rej_leader,703,77,False,False,False,False,False,False
rej_leader,704,77,True,True,True,True,False,False
rej_leader,705,77,True,True,False,False,False,False
rej_leader,710,77,False,False,False,False,False,False
rej_leader,716,77,True,True,False,False,False,False
rej_leader,724,77,False,False,False,False,False,False
rej_leader,752,77,True,True,False,False,False,False
rej_leader,756,77,True,True,True,True,True,True
rej_leader,764,77,True,True,False,False,False,False
rej_leader,780,77,True,True,True,True,True,True
rej_leader,788,77,True,True,True,True,True,True
rej_leader,792,77,True,True,False,False,False,False
rej_leader,804,77,True,True,False,False,False,False
rej_leader,807,77,False,False,False,False,False,False
rej_leader,818,77,True,True,False,False,False,False
rej_leader,826,77,False,False,False,False,False,False
rej_leader,840,77,False,False,False,False,False,False
rej_leader,858,77,False,False,False,False,False,False
rej_leader,860,77,False,False,False,False,False,False
rej_leader,862,77,False,False,False,False,False,False
rej_army,8,76,True,True,True,True,True,True
rej_army,12,76,False,False,False,False,False,False
rej_army,20,76,False,False,False,False,False,False
rej_army,31,76,False,False,False,False,False,False
rej_army,32,76,True,True,False,False,False,False
rej_army,36,76,False,False,False,False,False,False
rej_army,50,76,False,False,False,False,False,False
rej_army,51,76,False,False,False,False,False,False
rej_army,70,76,True,True,True,True,True,True
rej_army,76,76,False,True,False,True,False,False
rej_army,100,76,False,False,False,False,False,False
rej_army,112,76,True,True,True,True,True,True
rej_army,124,76,False,False,False,False,False,False
rej_army,152,76,True,True,True,True,False,False
rej_army,156,76,True,True,True,True,False,False
rej_army,158,76,False,True,True,True,False,True
rej_army,170,76,True,True,True,True,False,False
rej_army,196,76,True,True,True,True,False,True
rej_army,203,76,False,False,False,False,False,False
rej_army,218,76,False,True,False,True,False,True
rej_army,231,76,False,False,False,False,False,False
rej_army,233,76,False,False,False,False,False,False
rej_army,246,76,True,True,True,True,True,True
rej_army,268,76,True,True,False,False,False,False
rej_army,276,76,True,True,False,True,False,False
rej_army,288,76,False,False,False,False,False,False
rej_army,320,76,False,False,False,False,False,False
rej_army,344,76,True,True,False,False,False,False
rej_army,348,76,False,False,False,False,False,False
rej_army,356,76,True,True,False,False,False,False
rej_army,360,76,True,True,True,True,False,False
rej_army,364,76,True,True,True,True,False,False
rej_army,368,76,False,False,False,False,False,False
rej_army,392,76,False,True,False,False,False,False
rej_army,398,76,False,False,False,False,False,False
rej_army,400,76,True,True,True,True,False,False
rej_army,410,76,False,True,False,False,False,False
rej_army,417,76,False,False,False,False,False,False
rej_army,422,76,False,False,False,False,False,False
rej_army,434,76,False,False,False,False,False,False
rej_army,458,76,True,True,True,True,False,False
rej_army,484,76,True,True,False,False,False,False
rej_army,498,76,False,False,False,False,False,False
rej_army,504,76,False,True,False,False,False,False
rej_army,528,76,False,True,True,True,False,False
rej_army,554,76,False,True,False,False,False,False
rej_army,566,76,True,True,False,False,False,False
rej_army,578,76,False,False,False,False,False,False
rej_army,586,76,True,True,False,False,False,False
rej_army,604,76,False,False,False,False,False,False
rej_army,608,76,True,True,False,False,False,False
rej_army,616,76,False,False,False,False,False,False
rej_army,630,76,False,False,False,False,False,False
rej_army,642,76,False,False,False,False,False,False
rej_army,643,76,True,True,False,True,False,False
rej_army,688,76,False,False,False,False,False,False
rej_army,702,76,True,True,True,True,False,False
rej_army,703,76,False,False,False,False,False,False
rej_army,704,76,False,False,False,False,False,False
rej_army,705,76,False,True,False,False,False,False
rej_army,710,76,False,True,False,False,False,False
rej_army,716,76,False,False,False,False,False,False
rej_army,724,76,False,False,False,True,False,False
rej_army,752,76,False,False,False,False,False,False
rej_army,756,76,True,True,True,True,True,True
rej_army,764,76,True,True,False,False,False,False
rej_army,780,76,True,True,True,True,True,True
rej_army,788,76,False,False,False,False,False,False
rej_army,792,76,True,True,False,True,False,False
rej_army,804,76,False,True,False,False,False,False
rej_army,807,76,False,False,False,False,False,False
rej_army,826,76,False,False,False,False,False,False
rej_army,840,76,False,False,False,False,False,False
rej_army,858,76,False,False,False,False,False,False
rej_army,860,76,False,False,False,False,False,False
rej_army,862,76,True,True,True,True,False,True
sup_demsys,8,77,True,True,True,True,True,True
sup_demsys,12,77,False,True,False,True,False,True
sup_demsys,20,77,False,False,False,False,False,False
sup_demsys,31,77,True,True,True,True,True,True
sup_demsys,32,77,True,True,False,True,False,False
sup_demsys,36,77,False,False,False,False,False,False
sup_demsys,50,77,True,True,True,True,False,False
sup_demsys,51,77,True,True,False,True,False,False
sup_demsys,70,77,False,False,False,False,False,False
sup_demsys,76,77,True,True,False,False,False,False
sup_demsys,100,77,False,False,False,False,False,False
sup_demsys,112,77,False,False,False,False,False,False
sup_demsys,124,77,False,True,False,False,False,False
sup_demsys,152,77,True,True,False,True,False,False
sup_demsys,156,77,True,True,True,True,False,False
sup_demsys,158,77,False,True,False,True,False,False
sup_demsys,170,77,True,True,True,True,False,False
sup_demsys,196,77,False,True,True,True,False,False
sup_demsys,203,77,True,True,True,True,True,True
sup_demsys,218,77,True,True,True,True,True,True
sup_demsys,231,77,True,True,True,True,True,True
sup_demsys,233,77,False,False,False,False,False,False
sup_demsys,246,77,False,False,False,False,False,False
sup_demsys,268,77,True,True,False,True,False,False
sup_demsys,276,77,False,True,False,False,False,False
sup_demsys,288,77,False,False,False,False,False,False
sup_demsys,320,77,True,True,True,True,True,True
sup_demsys,344,77,True,True,True,True,False,True
sup_demsys,348,77,False,False,False,False,False,False
sup_demsys,356,77,True,True,True,True,False,False
sup_demsys,360,77,True,True,True,True,False,False
sup_demsys,364,77,False,False,False,False,False,False
sup_demsys,368,77,True,True,True,True,False,False
sup_demsys,392,77,False,True,False,False,False,False
sup_demsys,398,77,False,False,False,False,False,False
sup_demsys,400,77,True,True,True,True,False,False
sup_demsys,410,77,False,True,False,True,False,False
sup_demsys,417,77,True,True,True,True,False,False
sup_demsys,422,77,False,False,False,False,False,False
