outcome,f,rep,target,rho,branch,stable,w_adaptive,w_cons,cov_adaptive,cov_T1,cov_T2,cov_T3
b13,1.0,4,22,0.11748982887063535,T1,True,0.3263473981587716,0.35624981979009207,1,1,1,1
b13,1.0,4,23,0.11418643461447975,T1,True,0.3264042570165051,0.356311888487239,1,1,1,1
b13,1.0,4,24,0.11489402543115272,T1,True,0.32774521943108986,0.3577757200398616,1,1,1,1
b13,1.0,4,25,0.11418247930061284,T1,True,0.32706881353965306,0.3570373367149482,1,1,1,1
b13,1.0,4,26,0.11699133278472695,T1,True,0.3281032660652321,0.35816657361984805,1,1,1,1
b13,1.0,4,27,0.1209001143735286,T1,True,0.3283904765247288,0.358480100478082,1,1,1,1
b13,1.0,4,28,0.11525998725958407,T1,True,0.3273111563240955,0.35730188478173885,1,1,1,1
b13,1.0,4,40,0.11629647979513678,T1,True,0.3277094653934698,0.3577366899463761,1,1,1,1
b13,1.0,4,41,0.11550855041611699,T1,True,0.3270444655852833,0.3570107578164939,1,1,1,1
b13,1.0,5,1,0.11574829246319988,T1,True,0.32740998033720575,0.3588775358272891,1,1,1,1
b13,1.0,5,2,0.11530094107254292,T1,True,0.32652861977510966,0.3579114672108877,1,1,1,1
b13,1.0,5,3,0.11900930842867996,T1,True,0.3269291387547622,0.35835048029265665,1,1,1,1
b13,1.0,5,4,0.11848974721661017,T1,True,0.32586256524354995,0.357270685195917,1,1,1,1
b13,1.0,5,5,0.1151680156904495,T1,True,0.3277384507554404,0.3592375757202906,1,1,1,1
b13,1.0,5,6,0.11449497705732374,T1,True,0.3255496962309016,0.3568384587798468,1,1,1,1
b13,1.0,5,7,0.11676775985089305,T1,True,0.325531645553955,0.3568186732422896,1,1,1,1
b13,1.0,5,8,0.11363990633136045,T1,True,0.3272897934431368,0.35874579770391923,1,1,1,1
b13,1.0,5,9,0.1227104787782208,T1,True,0.31304111462525197,0.34159305974249554,0,0,0,0
b13,1.0,5,10,0.11521315828222921,T1,True,0.3278562543411085,0.3593667014741624,1,1,1,1
