rho_true,rho_hat,branch,stable,cov_adaptive,cov_T1,cov_T3,w_T1,w_T3,w_T2
0.1,0.09031515137963428,T1,True,1,1,1,0.25797162407096913,0.2568738444957518,0.2797404264419658
0.1,0.10500069060228763,T1,True,1,1,1,0.22091157263856784,0.21863847845874795,0.24522281613411692
0.1,0.09774875925615457,T1,True,1,1,1,0.2409281951069834,0.23935438406520126,0.2590480339420979
0.1,0.09817587251253093,T1,True,1,1,1,0.22146260471128462,0.22030119459078173,0.24256954421889568
0.1,0.10458447280469492,T1,True,1,1,1,0.22438624049837244,0.22340303217004254,0.23782004914671176
0.1,0.10244329843627255,T1,True,1,1,1,0.22941035179010805,0.2283727167292253,0.24669914345888477
0.1,0.10389570789113824,T1,True,1,1,1,0.24835488834253694,0.24726585379433152,0.26210761942146377
0.1,0.09530274099491805,T1,True,1,1,1,0.2801051047408104,0.27908862809820983,0.29874328599775596
0.1,0.0991460287642468,T1,True,1,1,1,0.20728781458174614,0.20618867616336242,0.22423918653560004
0.1,0.09984949721989234,T1,True,1,1,1,0.24507040763956042,0.24429541016200096,0.2597725552527022
0.1,0.10222127795359467,T1,True,1,1,1,0.22664994867665061,0.22499339730632817,0.24853932363119488
0.1,0.10672259673287823,T1,True,1,1,1,0.19838322370585842,0.1977626095704741,0.20953025960103674
0.1,0.09985237261097285,T1,True,1,1,1,0.22187347788292908,0.220999278956352,0.24081398979787336
0.1,0.10347578428713347,T1,True,1,1,1,0.19800744505931106,0.19715111831132948,0.21183483216426752
0.1,0.10565726266122027,T1,True,1,1,1,0.19886325468224691,0.19789839367112771,0.21514605434975462
0.1,0.09825345140075922,T1,True,1,1,1,0.22060094922225013,0.21969433285715534,0.24029162573968968
0.1,0.10463003955669024,T1,True,1,1,1,0.22153844956179836,0.2202021062186678,0.23885027622772056
0.1,0.09733398520012206,T1,True,1,1,1,0.23885717306249357,0.2379864634316696,0.2566311457058622
0.1,0.11623656899978475,T1,True,1,1,1,0.22238297547553257,0.22107667900570496,0.23726225812113244
0.1,0.10476483321212249,T1,True,1,1,1,0.21542501155565952,0.21486958986695312,0.22762794606604586
0.1,0.11262507461489694,T1,True,1,1,1,0.20718267224407474,0.20596909496095725,0.2262686753516086
0.1,0.09642363797629368,T1,True,1,1,1,0.2401593801423794,0.2384814241832756,0.2594405926490566
0.1,0.11372007359509674,T1,True,0,0,0,0.20337806487019008,0.2019510405435129,0.22075087146546254
0.1,0.1004737864394208,T1,True,0,0,0,0.2269072161745841,0.22578085554988878,0.24331117627056922
0.1,0.1097765909638344,T1,True,1,1,1,0.2264058096652091,0.2255385401542209,0.24144093656400525
0.1,0.09821738610112452,T1,True,1,1,1,0.2233661156089235,0.2222886902383613,0.24013851144641524
