outcome,layer,cntry,essround,n,gap,m2_marg,m2_sim,m2_width,pcb_sim,pcb_width,da_sim,da_width,da_width_deploy
trstprl,core,FI,11,1559,1,1.0,1.0,0.17122176498936875,1.0,0.2567499133320725,1.0,0.2559744324676484,0.2519231593617983
trstprl,core,FR,10,1915,1,1.0,1.0,0.17401953747954424,1.0,0.31023085573337583,1.0,0.3093111207472496,0.3062597755814798
trstprl,core,FR,11,1727,1,1.0,1.0,0.17401953747954424,1.0,0.308985466992609,1.0,0.3088318632582601,0.3049835580635674
trstprl,core,GB,10,1141,1,1.0,1.0,0.17401953747954424,1.0,0.3155400226626394,1.0,0.31521660556753694,0.31135199234681726
trstprl,core,GB,11,1642,1,1.0,1.0,0.17401953747954424,1.0,0.3104974671684027,1.0,0.3123424469830363,0.30630943685258055
trstprl,core,GR,11,2739,1,0.5,0.0,0.1678370878717383,1.0,0.29242335872795333,1.0,0.2901739479526074,0.28723123253855964
trstprl,core,HR,10,1557,1,0.5,0.0,0.16815603003204643,0.0,0.2765886172779888,0.0,0.2766475273530987,0.2717202388181791
trstprl,core,HR,11,1525,1,1.0,1.0,0.16815603003204643,1.0,0.3020583504787978,1.0,0.3023157562266484,0.2967921363089667
trstprl,core,HU,10,1809,1,1.0,1.0,0.17401953747954424,1.0,0.3228620818645333,1.0,0.3235965561711992,0.3183637385177593
trstprl,core,HU,11,2083,1,1.0,1.0,0.17401953747954424,1.0,0.31854503760808156,1.0,0.320696362501078,0.31429254721733074
trstprl,core,IE,10,1677,1,1.0,1.0,0.17401953747954424,1.0,0.3147488604786209,1.0,0.31623413031342135,0.3093580741634391
trstprl,core,IE,11,1935,1,1.0,1.0,0.17401953747954424,1.0,0.3210810183563253,1.0,0.3215668862733205,0.31532793025896116
trstprl,core,IL,11,872,1,1.0,1.0,0.17401953747954424,1.0,0.32252284374944706,1.0,0.32701141774915715,0.3180127936796508
trstprl,core,IS,10,893,1,0.7,0.0,0.17177946372788042,0.0,0.27246956110535725,0.0,0.27077112070840653,0.2677139941404824
trstprl,core,IS,11,834,1,0.9,0.0,0.17177946372788042,1.0,0.2603072132830523,1.0,0.2643021511138659,0.25557963436181536
trstprl,core,IT,10,2611,1,1.0,1.0,0.17401953747954424,1.0,0.3199661877362786,1.0,0.3225691834557861,0.31527474400914207
trstprl,core,IT,11,2809,1,1.0,1.0,0.17401953747954424,1.0,0.30908923917496817,1.0,0.31066536718586346,0.3052949609855622
trstprl,core,LT,10,1642,1,1.0,1.0,0.17401953747954424,1.0,0.3062514333763775,1.0,0.30654447326186735,0.299422984704632
trstprl,core,LT,11,1354,1,1.0,1.0,0.17401953747954424,1.0,0.3218267932395483,1.0,0.32280407871588684,0.3149677214928543
trstprl,core,LV,10,1017,1,1.0,1.0,0.17401953747954424,1.0,0.30291914653225566,1.0,0.3053328271706846,0.29705829475863355
trstprl,core,LV,11,1222,1,1.0,1.0,0.17401953747954424,1.0,0.31306857678015587,1.0,0.3173396296733274,0.30720772500653376
trstprl,core,ME,10,1241,1,0.8,0.0,0.17180895581429162,1.0,0.33626586842714307,1.0,0.3494960281659233,0.32946330921253225
trstprl,core,ME,11,1555,1,1.0,1.0,0.17180895581429162,1.0,0.32459326748036255,1.0,0.3288339159358073,0.31901440331074565
trstprl,core,NL,10,1455,1,1.0,1.0,0.17401953747954424,1.0,0.2646246235665149,1.0,0.26427904312869793,0.2605745129866192
trstprl,core,NL,11,1675,1,1.0,1.0,0.17401953747954424,1.0,0.27816064603000007,1.0,0.2772781036425463,0.27376876713352927
trstprl,core,NO,10,1407,1,1.0,1.0,0.17180611518861763,1.0,0.2673602984388621,1.0,0.2727369739389912,0.26073786740676963
trstprl,core,NO,11,1331,1,0.8,0.0,0.17180611518861763,1.0,0.2606302682160323,1.0,0.26186629270132245,0.2540078371839399
trstprl,core,PL,10,2029,1,0.4,0.0,0.15848877953215113,0.0,0.29023016378991934,0.0,0.28754822657194967,0.28378416390520816
trstprl,core,PL,11,1403,1,0.2,0.0,0.15848877953215113,0.0,0.27404402836974356,0.0,0.2733823419148396,0.26807468968335363
trstprl,core,PT,10,1771,1,1.0,1.0,0.17401953747954424,1.0,0.3232057321614664,1.0,0.3238286058411061,0.3183831360989875
trstprl,core,PT,11,1337,1,1.0,1.0,0.17401953747954424,1.0,0.3181230569000432,1.0,0.3199285990232747,0.3138580837032909
trstprl,core,RS,10,1477,1,0.8,0.0,0.17125026940053462,0.0,0.31077445519357416,0.0,0.32578348080144937,0.3046324799041727
trstprl,core,RS,11,1456,1,0.7,0.0,0.17125026940053462,0.0,0.3102446547473355,0.0,0.314401463334587,0.30417324546654084
trstprl,core,SE,10,2265,1,1.0,1.0,0.17301277812238258,1.0,0.28296601453097836,1.0,0.28028969834405026,0.27614793029216816
trstprl,core,SE,11,1223,1,0.8,0.0,0.17301277812238258,1.0,0.30060038596740446,1.0,0.3007880945837457,0.29319974043709085
trstprl,core,SI,10,1229,1,1.0,1.0,0.17401953747954424,1.0,0.306249856402442,1.0,0.3070168847530402,0.3020007630242082
trstprl,core,SI,11,1225,1,1.0,1.0,0.17401953747954424,1.0,0.3117602482774038,1.0,0.312278263603916,0.3075683296144299
trstprl,core,SK,10,1397,1,1.0,1.0,0.17316055422210377,1.0,0.3296197318369576,1.0,0.33840106735723896,0.3241704168924814
trstprl,core,SK,11,1432,1,0.8,0.0,0.17316055422210377,1.0,0.31620625471439373,1.0,0.3208229556908799,0.3111037301373484
stfdem,all,AT,2,2146,1,1.0,1.0,0.19718004252098806,1.0,0.29792531253122656,,,
stfdem,all,AT,3,2275,1,1.0,1.0,0.19718004252098806,1.0,0.27800579624760785,,,
stfdem,all,AT,7,1767,4,0.7,0.0,0.19718004252098806,1.0,0.281030570248104,,,
stfdem,all,AT,8,1981,1,1.0,1.0,0.19718004252098806,1.0,0.30535674098748433,,,
stfdem,all,AT,9,2455,1,0.7,0.0,0.19718004252098806,1.0,0.2944101379924645,,,
stfdem,all,AT,10,1992,1,0.6,0.0,0.19718004252098806,1.0,0.27564573565009304,,,
stfdem,all,AT,11,2317,1,1.0,1.0,0.19718004252098806,1.0,0.31036016561373414,,,
stfdem,all,BE,2,1736,1,1.0,1.0,0.19976590645906825,1.0,0.28875885864790884,,,
stfdem,all,BE,3,1776,1,1.0,1.0,0.19976590645906825,1.0,0.28997411712881604,,,
stfdem,all,BE,4,1736,1,1.0,1.0,0.19976590645906825,1.0,0.28745701700300325,,,
stfdem,all,BE,5,1687,1,1.0,1.0,0.19976590645906825,1.0,0.2927691011344487,,,
stfdem,all,BE,6,1854,1,1.0,1.0,0.19976590645906825,1.0,0.2980959287510002,,,
stfdem,all,BE,7,1763,1,1.0,1.0,0.19976590645906825,1.0,0.27137590273776646,,,
stfdem,all,BE,8,1757,1,1.0,1.0,0.19976590645906825,1.0,0.29460303163556506,,,
stfdem,all,BE,9,1743,1,1.0,1.0,0.19976590645906825,1.0,0.2884656177645816,,,
stfdem,all,BE,10,1327,1,1.0,1.0,0.19976590645906825,1.0,0.2918193091964395,,,
stfdem,all,BE,11,1570,1,1.0,1.0,0.19976590645906825,1.0,0.29361126152578854,,,
stfdem,all,BG,4,2050,1,1.0,1.0,0.19936777959768484,1.0,0.2774992082484947,,,
stfdem,all,BG,5,2254,1,0.7,0.0,0.19936777959768484,0.0,0.2658312278074649,,,
stfdem,all,BG,6,2141,1,1.0,1.0,0.19936777959768484,1.0,0.28764297734937083,,,
stfdem,all,BG,9,1938,3,1.0,1.0,0.19936777959768484,1.0,0.2804094144486148,,,
stfdem,all,BG,10,2681,1,1.0,1.0,0.19936777959768484,1.0,0.2764278187880524,,,
stfdem,all,BG,11,2191,1,1.0,1.0,0.19936777959768484,1.0,0.29422436372546334,,,
stfdem,all,CH,2,2061,1,1.0,1.0,0.19882065393550613,1.0,0.2565946120720074,,,
stfdem,all,CH,3,1765,1,0.8,0.0,0.19882065393550613,1.0,0.2615007104537702,,,
stfdem,all,CH,4,1768,1,1.0,1.0,0.19882065393550613,1.0,0.24773566214070736,,,
stfdem,all,CH,5,1473,1,1.0,1.0,0.19882065393550613,1.0,0.24980272120282665,,,
stfdem,all,CH,6,1464,1,1.0,1.0,0.19882065393550613,1.0,0.24648887528324198,,,
stfdem,all,CH,7,1500,1,0.9,0.0,0.19882065393550613,0.0,0.23042446553380894,,,
stfdem,all,CH,8,1480,1,1.0,1.0,0.19882065393550613,1.0,0.23759347290760066,,,
stfdem,all,CH,9,1495,1,1.0,1.0,0.19882065393550613,1.0,0.23651360804562777,,,
stfdem,all,CH,10,1490,1,1.0,1.0,0.19882065393550613,1.0,0.22932110287387636,,,
stfdem,all,CH,11,1341,1,1.0,1.0,0.19882065393550613,1.0,0.22260855247392852,,,
stfdem,all,CY,4,1188,1,0.9,0.0,0.1973147642746707,1.0,0.25931113830437774,,,
stfdem,all,CY,5,1043,1,0.6,0.0,0.1973147642746707,0.0,0.2604451045937822,,,
stfdem,all,CY,6,1087,1,0.7,0.0,0.1973147642746707,1.0,0.2865292305436075,,,
stfdem,all,CY,9,770,3,0.8,0.0,0.1973147642746707,1.0,0.3235125748222675,,,
stfdem,all,CY,10,870,1,0.9,0.0,0.1973147642746707,1.0,0.3083899723833804,,,
stfdem,all,CY,11,667,1,1.0,1.0,0.1973147642746707,1.0,0.3219526972371357,,,
stfdem,all,CZ,2,2860,1,1.0,1.0,0.19976590645906825,1.0,0.30967326095784425,,,
stfdem,all,CZ,4,1970,2,1.0,1.0,0.19976590645906825,1.0,0.3150410177493338,,,
stfdem,all,CZ,5,2327,1,1.0,1.0,0.19976590645906825,1.0,0.3119076012392557,,,
stfdem,all,CZ,6,1956,1,1.0,1.0,0.19976590645906825,1.0,0.31206364753432264,,,
stfdem,all,CZ,7,2113,1,1.0,1.0,0.19976590645906825,1.0,0.31550108488133816,,,
stfdem,all,CZ,8,2246,1,1.0,1.0,0.19976590645906825,1.0,0.3124700051652801,,,
stfdem,all,CZ,9,2372,1,1.0,1.0,0.19976590645906825,1.0,0.2986028349672436,,,
stfdem,all,CZ,10,2411,1,1.0,1.0,0.19976590645906825,1.0,0.30213138806659146,,,
stfdem,all,DE,2,2811,1,1.0,1.0,0.19943107855118772,1.0,0.307853499064641,,,
stfdem,all,DE,3,2856,1,1.0,1.0,0.19943107855118772,1.0,0.3118703281902549,,,
stfdem,all,DE,4,2717,1,1.0,1.0,0.19943107855118772,1.0,0.30860179095739737,,,
stfdem,all,DE,5,2992,1,1.0,1.0,0.19943107855118772,1.0,0.30342769962949906,,,
stfdem,all,DE,6,2920,1,0.8,0.0,0.19943107855118772,1.0,0.3101443956245694,,,
stfdem,all,DE,7,3020,1,1.0,1.0,0.19943107855118772,1.0,0.2792781250587421,,,
stfdem,all,DE,8,2824,1,1.0,1.0,0.19943107855118772,1.0,0.2944412626700039,,,
stfdem,all,DE,9,2321,1,1.0,1.0,0.19943107855118772,1.0,0.29732231095276795,,,
stfdem,all,DE,10,8567,1,1.0,1.0,0.19943107855118772,1.0,0.296805465170262,,,
stfdem,all,DE,11,2399,1,0.9,0.0,0.19943107855118772,1.0,0.30642075586901096,,,
stfdem,all,DK,2,1438,1,0.9,0.0,0.19920732105105315,1.0,0.24951663000335483,,,
stfdem,all,DK,3,1476,1,1.0,1.0,0.19920732105105315,1.0,0.24848028720724313,,,
stfdem,all,DK,4,1589,1,0.9,0.0,0.19920732105105315,1.0,0.24739140813114782,,,
stfdem,all,DK,5,1546,1,0.8,0.0,0.19920732105105315,1.0,0.2546138725073625,,,
stfdem,all,DK,6,1616,1,0.9,0.0,0.19920732105105315,1.0,0.2657574171085072,,,
stfdem,all,DK,7,1481,1,1.0,1.0,0.19920732105105315,1.0,0.2511887056695617,,,
stfdem,all,DK,9,1550,2,1.0,1.0,0.19920732105105315,1.0,0.26744408678822496,,,
stfdem,all,EE,3,1350,1,1.0,1.0,0.19976590645906825,1.0,0.304855522373077,,,
stfdem,all,EE,4,1530,1,1.0,1.0,0.19976590645906825,1.0,0.30059255103028965,,,
stfdem,all,EE,5,1678,1,1.0,1.0,0.19976590645906825,1.0,0.30826295180185076,,,
stfdem,all,EE,6,2260,1,1.0,1.0,0.19976590645906825,1.0,0.3003585256881406,,,
stfdem,all,EE,7,1975,1,1.0,1.0,0.19976590645906825,1.0,0.3016635815343558,,,
stfdem,all,EE,8,1947,1,1.0,1.0,0.19976590645906825,1.0,0.3103742677865834,,,
stfdem,all,EE,9,1848,1,1.0,1.0,0.19976590645906825,1.0,0.3042597731557563,,,
stfdem,all,EE,10,1512,1,1.0,1.0,0.19976590645906825,1.0,0.3013802772132131,,,
stfdem,all,EE,11,1227,1,1.0,1.0,0.19976590645906825,1.0,0.29097051239505156,,,
stfdem,all,ES,2,1604,1,1.0,1.0,0.19794361431939417,1.0,0.2875919919215014,,,
stfdem,all,ES,3,1800,1,1.0,1.0,0.19794361431939417,1.0,0.27284068144637696,,,
stfdem,all,ES,4,2444,1,1.0,1.0,0.19794361431939417,1.0,0.2712448640808089,,,
stfdem,all,ES,5,1837,1,0.8,0.0,0.19794361431939417,1.0,0.2842913925579783,,,
stfdem,all,ES,6,1834,1,0.4,0.0,0.19794361431939417,1.0,0.30333621987495085,,,
stfdem,all,ES,7,1864,1,1.0,1.0,0.19794361431939417,1.0,0.31158901588142374,,,
stfdem,all,ES,8,1893,1,1.0,1.0,0.19794361431939417,1.0,0.3196924944544541,,,
stfdem,all,ES,9,1584,1,1.0,1.0,0.19794361431939417,1.0,0.3195074529622912,,,
stfdem,all,ES,10,2255,1,0.9,0.0,0.19794361431939417,1.0,0.31948885291164786,,,
stfdem,all,ES,11,1806,1,0.9,0.0,0.19794361431939417,1.0,0.3280892906476292,,,
stfdem,all,FI,2,1949,1,0.9,0.0,0.1966369640030619,1.0,0.253612333188724,,,
stfdem,all,FI,3,1851,1,1.0,1.0,0.1966369640030619,1.0,0.2460132419705035,,,
stfdem,all,FI,4,2133,1,1.0,1.0,0.1966369640030619,1.0,0.2464709187431172,,,
stfdem,all,FI,5,1829,1,1.0,1.0,0.1966369640030619,1.0,0.25017215298557954,,,
stfdem,all,FI,6,2146,1,0.8,0.0,0.1966369640030619,1.0,0.2565317293333459,,,
stfdem,all,FI,7,2027,1,0.6,0.0,0.1966369640030619,0.0,0.23811672715731555,,,
stfdem,all,FI,8,1891,1,1.0,1.0,0.1966369640030619,1.0,0.2743336973749881,,,
stfdem,all,FI,9,1709,1,1.0,1.0,0.1966369640030619,1.0,0.26784664599725383,,,
stfdem,all,FI,10,1560,1,0.6,0.0,0.1966369640030619,0.0,0.2610943839942629,,,
stfdem,all,FI,11,1537,1,0.8,0.0,0.1966369640030619,0.0,0.23242410316013046,,,
stfdem,all,FR,2,1790,1,1.0,1.0,0.1968545597949211,1.0,0.3099594411090389,,,
stfdem,all,FR,3,1970,1,1.0,1.0,0.1968545597949211,1.0,0.305104421235334,,,
stfdem,all,FR,4,2040,1,1.0,1.0,0.1968545597949211,1.0,0.30131258729382926,,,
stfdem,all,FR,5,1719,1,1.0,1.0,0.1968545597949211,1.0,0.30679221207716356,,,
stfdem,all,FR,6,1940,1,0.8,0.0,0.1968545597949211,1.0,0.31416422954126155,,,
stfdem,all,FR,7,1894,1,0.9,0.0,0.1968545597949211,1.0,0.302140783299948,,,
stfdem,all,FR,8,2035,1,1.0,1.0,0.1968545597949211,1.0,0.31190145653090706,,,
stfdem,all,FR,9,1961,1,1.0,1.0,0.1968545597949211,1.0,0.3113949956896301,,,
stfdem,all,FR,10,1930,1,0.7,0.0,0.1968545597949211,1.0,0.31441824280625363,,,
stfdem,all,FR,11,1733,1,0.7,0.0,0.1968545597949211,1.0,0.3058264673807039,,,
stfdem,all,GB,2,1810,1,1.0,1.0,0.19967298054206073,1.0,0.2976951017175762,,,
stfdem,all,GB,3,2270,1,1.0,1.0,0.19967298054206073,1.0,0.3009266326172718,,,
stfdem,all,GB,4,2258,1,1.0,1.0,0.19967298054206073,1.0,0.3041984403853054,,,
stfdem,all,GB,5,2237,1,1.0,1.0,0.19967298054206073,1.0,0.30851779528255086,,,
stfdem,all,GB,6,2121,1,1.0,1.0,0.19967298054206073,1.0,0.31151194942633176,,,
stfdem,all,GB,7,2182,1,1.0,1.0,0.19967298054206073,1.0,0.289891475813737,,,
stfdem,all,GB,8,1894,1,1.0,1.0,0.19967298054206073,1.0,0.3089216208170401,,,
stfdem,all,GB,9,2131,1,1.0,1.0,0.19967298054206073,1.0,0.29788686680109405,,,
stfdem,all,GB,10,1128,1,1.0,1.0,0.19967298054206073,1.0,0.3065619768214304,,,
stfdem,all,GB,11,1579,1,0.8,0.0,0.19967298054206073,1.0,0.30135606312950064,,,
stfdem,all,GR,2,2366,1,1.0,1.0,0.19079250631179379,1.0,0.2905090317952369,,,
stfdem,all,GR,4,2052,2,0.1,0.0,0.19079250631179379,0.0,0.2649804507549641,,,
stfdem,all,GR,5,2692,1,0.4,0.0,0.19079250631179379,0.0,0.29919786460398134,,,
stfdem,all,GR,10,2784,5,0.3,0.0,0.19079250631179379,0.0,0.27743572513243936,,,
stfdem,all,GR,11,2717,1,0.6,0.0,0.19079250631179379,1.0,0.2843210821344434,,,
stfdem,all,HR,5,1563,1,1.0,1.0,0.19976590645906825,1.0,0.3060527305937536,,,
stfdem,all,HR,9,1761,4,1.0,1.0,0.19976590645906825,1.0,0.30009056103181353,,,
stfdem,all,HR,10,1543,1,1.0,1.0,0.19976590645906825,1.0,0.29227528341170006,,,
stfdem,all,HR,11,1519,1,1.0,1.0,0.19976590645906825,1.0,0.3175991038619915,,,
stfdem,all,HU,2,1395,1,1.0,1.0,0.19708369561176725,1.0,0.30421708424695765,,,
stfdem,all,HU,3,1414,1,0.7,0.0,0.19708369561176725,1.0,0.2992243914264177,,,
stfdem,all,HU,4,1436,1,0.8,0.0,0.19708369561176725,1.0,0.29721228159925694,,,
stfdem,all,HU,5,1466,1,0.4,0.0,0.19708369561176725,0.0,0.28190435669215935,,,
stfdem,all,HU,6,1906,1,1.0,1.0,0.19708369561176725,1.0,0.3048937601704086,,,
stfdem,all,HU,7,1586,1,1.0,1.0,0.19708369561176725,1.0,0.3128042811481237,,,
stfdem,all,HU,8,1529,1,1.0,1.0,0.19708369561176725,1.0,0.3085324400298777,,,
stfdem,all,HU,9,1581,1,1.0,1.0,0.19708369561176725,1.0,0.31620257567643895,,,
stfdem,all,HU,10,1790,1,1.0,1.0,0.19708369561176725,1.0,0.3197863471528388,,,
stfdem,all,HU,11,2059,1,1.0,1.0,0.19708369561176725,1.0,0.3196711347159998,,,
stfdem,all,IE,2,2149,1,1.0,1.0,0.19694259060772104,1.0,0.30871290523185735,,,
stfdem,all,IE,3,1704,1,1.0,1.0,0.19694259060772104,1.0,0.2816494237817059,,,
stfdem,all,IE,4,1715,1,0.2,0.0,0.19694259060772104,0.0,0.27424998173364185,,,
stfdem,all,IE,5,2428,1,1.0,1.0,0.19694259060772104,1.0,0.3070918262916538,,,
stfdem,all,IE,6,2510,1,1.0,1.0,0.19694259060772104,1.0,0.3045524480318875,,,
stfdem,all,IE,7,2268,1,0.8,0.0,0.19694259060772104,1.0,0.29946754938535447,,,
stfdem,all,IE,8,2624,1,1.0,1.0,0.19694259060772104,1.0,0.3034326464559582,,,
stfdem,all,IE,9,2136,1,1.0,1.0,0.19694259060772104,1.0,0.2848336995707248,,,
stfdem,all,IE,10,1713,1,0.7,0.0,0.19694259060772104,1.0,0.2872215693393806,,,
stfdem,all,IE,11,1928,1,1.0,1.0,0.19694259060772104,1.0,0.275087120250148,,,
stfdem,all,IL,4,2353,3,1.0,1.0,0.19829541806603768,1.0,0.31792909705399075,,,
stfdem,all,IL,5,2174,1,1.0,1.0,0.19829541806603768,1.0,0.31932061591516697,,,
stfdem,all,IL,6,2440,1,1.0,1.0,0.19829541806603768,1.0,0.3170806766842297,,,
stfdem,all,IL,7,2476,1,0.5,0.0,0.19829541806603768,1.0,0.2882254585929197,,,
stfdem,all,IL,8,2467,1,1.0,1.0,0.19829541806603768,1.0,0.3187110367615387,,,
stfdem,all,IL,10,1276,2,0.9,0.0,0.19829541806603768,1.0,0.3237326072276006,,,
stfdem,all,IL,11,858,1,1.0,1.0,0.19829541806603768,1.0,0.32412951433683884,,,
stfdem,all,IS,6,726,4,1.0,1.0,0.1991667995173655,1.0,0.2918734241682085,,,
stfdem,all,IS,8,858,2,1.0,1.0,0.1991667995173655,1.0,0.2865387547815065,,,
stfdem,all,IS,9,837,1,1.0,1.0,0.1991667995173655,1.0,0.29221261084203815,,,
stfdem,all,IS,10,879,1,0.9,0.0,0.1991667995173655,1.0,0.28416659869462646,,,
stfdem,all,IS,11,823,1,0.9,0.0,0.1991667995173655,1.0,0.2632189849996349,,,
stfdem,all,IT,6,938,5,0.6,0.0,0.19687716473627614,1.0,0.2971225781821522,,,
stfdem,all,IT,8,2503,2,1.0,1.0,0.19687716473627614,1.0,0.30368339715511217,,,
stfdem,all,IT,9,2618,1,0.4,0.0,0.19687716473627614,1.0,0.30453449506265096,,,
stfdem,all,IT,10,2587,1,1.0,1.0,0.19687716473627614,1.0,0.29203325515895234,,,
stfdem,all,IT,11,2759,1,1.0,1.0,0.19687716473627614,1.0,0.2930983428392571,,,
stfdem,all,LT,6,2001,1,0.3,0.0,0.19721124916854899,0.0,0.29578060174086707,,,
stfdem,all,LT,7,2149,1,1.0,1.0,0.19721124916854899,1.0,0.2928996922179648,,,
stfdem,all,LT,8,2047,1,1.0,1.0,0.19721124916854899,1.0,0.30642676446819334,,,
stfdem,all,LT,9,1731,1,1.0,1.0,0.19721124916854899,1.0,0.2972191336833294,,,
stfdem,all,LT,10,1558,1,0.7,0.0,0.19721124916854899,1.0,0.304684036142712,,,
stfdem,all,LT,11,1295,1,0.7,0.0,0.19721124916854899,0.0,0.31689785490416505,,,
stfdem,all,LU,2,1503,1,0.8,0.0,0.19735926883940066,0.0,0.2546232202209967,,,
stfdem,all,LV,9,809,5,0.6,0.0,0.1987034797514105,1.0,0.28716796621129215,,,
stfdem,all,LV,10,1004,1,1.0,1.0,0.1987034797514105,1.0,0.3195983837388974,,,
stfdem,all,LV,11,1155,1,0.9,0.0,0.1987034797514105,1.0,0.31202157904690575,,,
stfdem,all,ME,10,1260,1,1.0,1.0,0.19946070551469233,1.0,0.32322114707547844,,,
stfdem,all,ME,11,1571,1,0.9,0.0,0.19946070551469233,1.0,0.3162042912639417,,,
stfdem,all,NL,2,1824,1,1.0,1.0,0.19976590645906825,1.0,0.2647014335988214,,,
stfdem,all,NL,3,1833,1,1.0,1.0,0.19976590645906825,1.0,0.27200857601368045,,,
stfdem,all,NL,4,1740,1,1.0,1.0,0.19976590645906825,1.0,0.2540618906242414,,,
stfdem,all,NL,5,1795,1,1.0,1.0,0.19976590645906825,1.0,0.255798143018641,,,
stfdem,all,NL,6,1805,1,1.0,1.0,0.19976590645906825,1.0,0.2515886843877112,,,
stfdem,all,NL,7,1877,1,1.0,1.0,0.19976590645906825,1.0,0.2509246585340489,,,
stfdem,all,NL,8,1643,1,1.0,1.0,0.19976590645906825,1.0,0.2646897877028779,,,
stfdem,all,NL,9,1629,1,1.0,1.0,0.19976590645906825,1.0,0.26369844041312884,,,
stfdem,all,NL,10,1449,1,1.0,1.0,0.19976590645906825,1.0,0.253774164205841,,,
stfdem,all,NL,11,1652,1,1.0,1.0,0.19976590645906825,1.0,0.26702629983398485,,,
stfdem,all,NO,2,1741,1,1.0,1.0,0.1977271234249763,1.0,0.26373345146051375,,,
stfdem,all,NO,3,1729,1,1.0,1.0,0.1977271234249763,1.0,0.26733018306168566,,,
stfdem,all,NO,4,1528,1,1.0,1.0,0.1977271234249763,1.0,0.2559809983657166,,,
stfdem,all,NO,5,1527,1,0.8,0.0,0.1977271234249763,1.0,0.2551234426121633,,,
stfdem,all,NO,6,1610,1,0.9,0.0,0.1977271234249763,1.0,0.24938233113643538,,,
stfdem,all,NO,7,1418,1,0.9,0.0,0.1977271234249763,0.0,0.23340602104541003,,,
stfdem,all,NO,8,1530,1,1.0,1.0,0.1977271234249763,1.0,0.24035462014236772,,,
stfdem,all,NO,9,1395,1,1.0,1.0,0.1977271234249763,1.0,0.241149017768958,,,
stfdem,all,NO,10,1406,1,0.8,0.0,0.1977271234249763,0.0,0.2477161532599193,,,
stfdem,all,NO,11,1331,1,0.8,0.0,0.1977271234249763,1.0,0.232979013275542,,,
stfdem,all,PL,2,1619,1,1.0,1.0,0.19483563329823386,1.0,0.29525353210983485,,,
stfdem,all,PL,3,1616,1,1.0,1.0,0.19483563329823386,1.0,0.2882107317697943,,,
stfdem,all,PL,4,1514,1,1.0,1.0,0.19483563329823386,1.0,0.2964287214271571,,,
stfdem,all,PL,5,1664,1,1.0,1.0,0.19483563329823386,1.0,0.29338777800464677,,,
stfdem,all,PL,6,1802,1,1.0,1.0,0.19483563329823386,1.0,0.29426217400630794,,,
stfdem,all,PL,7,1521,1,1.0,1.0,0.19483563329823386,1.0,0.2978280372208126,,,
stfdem,all,PL,8,1593,1,1.0,1.0,0.19483563329823386,1.0,0.30579492829790905,,,
stfdem,all,PL,9,1423,1,0.9,0.0,0.19483563329823386,1.0,0.31018576242653617,,,
stfdem,all,PL,10,2025,1,0.2,0.0,0.19483563329823386,0.0,0.2997281605066798,,,
stfdem,all,PL,11,1369,1,0.3,0.0,0.19483563329823386,0.0,0.30894550778858054,,,
stfdem,all,PT,2,1949,1,0.5,0.0,0.19218694008066722,0.0,0.28730514993766604,,,
stfdem,all,PT,3,2053,1,0.6,0.0,0.19218694008066722,0.0,0.27224678078908343,,,
stfdem,all,PT,4,2210,1,1.0,1.0,0.19218694008066722,1.0,0.28588921942255807,,,
stfdem,all,PT,5,2038,1,1.0,1.0,0.19218694008066722,1.0,0.28122928421384485,,,
stfdem,all,PT,6,2087,1,1.0,1.0,0.19218694008066722,1.0,0.2698923292462583,,,
stfdem,all,PT,7,1213,1,1.0,1.0,0.19218694008066722,1.0,0.29405274047601415,,,
stfdem,all,PT,8,1223,1,0.3,0.0,0.19218694008066722,1.0,0.2918471510234276,,,
stfdem,all,PT,9,1019,1,1.0,1.0,0.19218694008066722,1.0,0.2951969499932571,,,
stfdem,all,PT,10,1726,1,1.0,1.0,0.19218694008066722,1.0,0.29548788788054087,,,
stfdem,all,PT,11,1313,1,0.6,0.0,0.19218694008066722,1.0,0.2759396382627152,,,
stfdem,all,RS,10,1473,1,0.7,0.0,0.19880164071516945,0.0,0.31109629383167087,,,
stfdem,all,RS,11,1385,1,0.8,0.0,0.19880164071516945,1.0,0.3130801700686533,,,
stfdem,all,RU,4,2090,1,1.0,1.0,0.19976590645906825,1.0,0.29939685265341504,,,
stfdem,all,RU,5,2288,1,1.0,1.0,0.19976590645906825,1.0,0.3111010668933347,,,
stfdem,all,RU,6,2262,1,1.0,1.0,0.19976590645906825,1.0,0.3115292944886557,,,
stfdem,all,RU,8,2148,2,1.0,1.0,0.19976590645906825,1.0,0.30441671887353694,,,
stfdem,all,SE,2,1879,1,1.0,1.0,0.19837449433882054,1.0,0.2779770167398312,,,
stfdem,all,SE,3,1863,1,0.9,0.0,0.19837449433882054,1.0,0.28563066070255433,,,
stfdem,all,SE,4,1786,1,1.0,1.0,0.19837449433882054,1.0,0.2720139324746609,,,
stfdem,all,SE,5,1459,1,0.9,0.0,0.19837449433882054,1.0,0.26760827897577977,,,
stfdem,all,SE,6,1812,1,1.0,1.0,0.19837449433882054,1.0,0.26172145598617635,,,
stfdem,all,SE,7,1756,1,1.0,1.0,0.19837449433882054,1.0,0.2518026246384854,,,
stfdem,all,SE,8,1518,1,0.8,0.0,0.19837449433882054,1.0,0.26433797001070325,,,
stfdem,all,SE,9,1518,1,1.0,1.0,0.19837449433882054,1.0,0.27370864645787557,,,
