outcome,pais,country,y0,y1,n0,n_upm,M0,M1,M2,M3,deff_ratio,signal
ing4,4,Honduras,2018,2023,1560,65,0,0,0,0,0.9023089665769098,-0.027975984404905077
ing4,5,Nicaragua,2004,2006,1430,47,0,0,0,0,1.2622925064435768,0.027245468760570435
ing4,5,Nicaragua,2006,2008,1759,78,0,0,0,0,1.4187255177199398,-0.0609458479692325
ing4,5,Nicaragua,2008,2010,1539,43,1,0,0,0,1.2109327237666039,0.015436244790815241
ing4,5,Nicaragua,2010,2012,1540,43,0,0,0,0,1.043534895032843,-0.028786156840345342
ing4,5,Nicaragua,2012,2014,1686,50,1,0,0,0,1.054073058167505,0.01422450393568681
ing4,5,Nicaragua,2014,2016,1546,62,1,0,0,0,0.975921385813112,0.019781434637901527
ing4,5,Nicaragua,2016,2019,1560,62,1,1,1,1,0.9528015579711507,0.0657782645734453
ing4,6,Costa Rica,2004,2006,1500,30,1,0,0,0,0.976364679764377,0.007634182949527485
ing4,6,Costa Rica,2006,2008,1497,30,0,0,0,0,1.0808706216527537,-0.0053821892558751595
ing4,6,Costa Rica,2008,2010,1499,30,1,0,0,0,1.202505362562022,0.021285769209644645
ing4,6,Costa Rica,2010,2012,1500,30,0,0,0,0,1.369238130304781,-0.001584389250780913
ing4,6,Costa Rica,2012,2014,1498,30,0,0,0,0,1.3859818189028155,-0.03516179497997376
ing4,6,Costa Rica,2014,2023,1537,30,1,0,0,0,1.1389499028280403,0.010796701878735602
ing4,7,PanamÃ¡,2004,2006,1639,104,1,1,1,1,1.502563407426661,0.0851973372609935
ing4,7,PanamÃ¡,2006,2008,1536,76,0,0,0,0,1.6155562112461472,-0.12422168474003879
ing4,7,PanamÃ¡,2008,2010,1536,76,0,0,0,0,1.701559733382459,-0.012279609669173725
ing4,7,PanamÃ¡,2010,2012,1536,76,1,1,1,1,1.8370920939426263,0.04730963238411768
ing4,7,PanamÃ¡,2012,2014,1620,62,0,0,0,0,1.6416434686475108,0.04878192356132279
ing4,7,PanamÃ¡,2014,2023,1508,61,0,0,0,0,1.247112211633247,-0.030769608144111078
ing4,8,Colombia,2004,2006,1479,61,0,0,0,0,1.0151328341938402,-0.01725086610963929
ing4,8,Colombia,2006,2008,1491,60,0,0,0,0,0.9615091740973698,-0.0004107393307954306
ing4,8,Colombia,2008,2010,1503,61,0,0,0,0,1.0105542429518015,-0.0046044582375936284
ing4,8,Colombia,2010,2012,1506,56,1,1,1,0,1.5426474080389125,0.03001436331737962
ing4,8,Colombia,2012,2014,1512,73,0,0,0,0,1.5219564789631497,-0.01997828020178923
ing4,8,Colombia,2014,2018,1496,63,1,1,1,1,1.0480282254870552,0.03193755440691496
ing4,8,Colombia,2018,2023,1663,63,1,0,0,0,1.040867740071103,0.03887791240725321
ing4,9,Ecuador,2004,2006,3000,103,1,0,0,0,1.3527661576315428,0.009393421963194632
ing4,9,Ecuador,2006,2008,2925,103,0,0,0,0,1.3829932590229603,-0.027554474414420927
ing4,9,Ecuador,2008,2010,3000,86,0,0,0,0,1.2860974281477635,-0.01729756073702313
ing4,9,Ecuador,2010,2012,2999,78,1,1,1,1,1.271440518174699,0.05163474723838695
ing4,9,Ecuador,2012,2016,1500,79,0,0,0,0,1.2428307084400332,-0.0026599121221927238
ing4,9,Ecuador,2016,2023,1545,81,1,0,0,0,1.1289073709738335,0.014916655802754272
ing4,10,Bolivia,2004,2006,3072,152,0,0,0,0,1.2256832953717143,-0.035683389015118215
ing4,10,Bolivia,2006,2008,3008,115,1,0,0,0,1.1970109731136958,0.004981801145779407
ing4,11,PerÃº,2006,2008,1500,126,0,0,0,0,1.1252078519113147,-0.06415617175110845
ing4,11,PerÃº,2008,2010,1500,128,1,1,1,1,1.1831759067751701,0.04542132339213645
ing4,11,PerÃº,2010,2012,1500,128,0,0,0,0,1.3059329186291007,-0.040830253092647255
ing4,11,PerÃº,2012,2014,1500,110,1,0,0,0,1.3197066176558818,0.023404901211126664
ing4,11,PerÃº,2014,2017,1500,125,1,0,0,0,1.237602572464441,0.00976898931937664
ing4,11,PerÃº,2017,2019,2647,171,0,0,0,0,1.1004756922242032,-0.002863234751795831
ing4,11,PerÃº,2019,2023,1521,125,1,1,1,1,1.038600219859983,0.03870442445103078
ing4,12,Paraguay,2008,2010,1166,121,0,0,0,0,1.1277040322981775,-0.0348769536667626
ing4,12,Paraguay,2010,2012,1501,96,0,0,0,0,1.170439306864453,-0.01944566350501659
ing4,12,Paraguay,2012,2014,1510,57,1,0,0,0,1.1014256638412254,0.04761846550045027
ing4,12,Paraguay,2014,2016,1503,63,0,0,0,0,1.0026638232076208,-0.0018673106294151514
ing4,12,Paraguay,2016,2019,1528,57,0,0,0,0,1.0528724806483196,-0.030187065294048753
ing4,12,Paraguay,2019,2023,1515,63,1,1,1,1,1.0720342396895628,0.025806075835867706
ing4,13,Chile,2006,2008,1517,78,1,0,0,0,1.1333447737731663,0.016862323794028345
ing4,14,Uruguay,2007,2008,1200,59,0,0,0,0,1.0274974413665634,-0.009465163098461252
ing4,14,Uruguay,2008,2010,1500,59,0,0,0,0,0.9706825586271544,-0.012129548816185035
ing4,14,Uruguay,2010,2012,1500,59,1,0,0,0,0.9770291042020082,0.005815203249273097
ing4,14,Uruguay,2012,2014,1512,61,0,0,0,0,1.033426791179465,0.0017576246642273658
ing4,15,Brasil,2007,2008,1214,122,0,0,0,0,1.4865310771739642,-0.0007731505886487434
ing4,15,Brasil,2008,2010,1497,122,0,0,0,0,1.7168399360245836,-0.01017866497655903
ing4,15,Brasil,2010,2012,2482,54,0,0,0,0,1.4695708681649513,0.025103564463658606
ing4,15,Brasil,2012,2014,1499,124,1,1,1,0,1.3440573724966653,0.03449512713983296
ing4,16,16,2007,2008,1510,60,0,0,0,0,1.9719823037496922,-0.03939015081603523
ing4,21,RepÃºblica Dominicana,2006,2008,1516,54,1,1,1,1,1.1072926090792952,0.027310902353345573
ing4,21,RepÃºblica Dominicana,2008,2010,1507,57,1,0,0,0,1.015082620452233,0.0222426138992808
ing4,21,RepÃºblica Dominicana,2010,2012,1498,60,0,0,0,0,0.941512058937616,-0.003724932610563114
ing4,21,RepÃºblica Dominicana,2012,2014,1512,55,0,0,0,0,0.9506190646217595,-0.043868097083174684
ing4,21,RepÃºblica Dominicana,2014,2016,1520,63,1,1,1,1,0.9819083185612261,0.06526648599819332
ing4,21,RepÃºblica Dominicana,2016,2019,1518,63,0,0,0,0,0.8943570965721936,0.006742586647937939
ing4,21,RepÃºblica Dominicana,2019,2023,1516,63,1,0,0,0,0.951583004682729,0.015154397777610582
ing4,22,HaitÃ­,2006,2008,1625,74,0,0,0,0,1.6721875068207692,0.00823869962146515
ing4,22,HaitÃ­,2008,2010,1536,70,0,0,0,0,1.6178034482702943,-0.014552874418855027
ing4,22,HaitÃ­,2010,2012,1752,149,0,0,0,0,1.1670501525337496,-0.042435467506944664
ing4,22,HaitÃ­,2012,2014,1836,114,1,1,1,1,1.3602230993860551,0.05388264472769233
ing4,22,HaitÃ­,2014,2017,1512,61,1,1,1,1,1.2782560375428358,0.09186265970367254
ing4,23,Jamaica,2006,2008,1595,85,0,0,0,0,1.4130503555265308,0.015353135955626256
ing4,23,Jamaica,2008,2010,1499,63,1,1,1,0,1.4890883495637013,0.027116763468063455
ing4,23,Jamaica,2010,2012,1504,80,0,0,0,0,1.2711897757617967,-0.04472784184393334
ing4,23,Jamaica,2012,2014,1500,53,1,1,1,1,1.372446636504976,0.05626102449128088
ing4,23,Jamaica,2014,2017,1503,52,1,0,0,0,1.240331561786654,0.02351569560250311
ing4,23,Jamaica,2017,2019,1515,52,1,0,0,0,0.9321148825753334,0.033559503302695186
ing4,23,Jamaica,2019,2023,1513,52,0,0,0,0,0.8964334622667668,-0.022969117329036125
ing4,24,24,2006,2009,1555,157,1,0,0,0,1.1517019778560886,0.02054579614620693
ing4,24,24,2009,2010,2514,89,1,0,0,0,1.0991470562707306,0.01571931763939902
ing4,24,24,2010,2012,1540,54,0,0,0,0,1.38900288058857,-0.022379665228413614
ing4,24,24,2012,2014,1529,51,1,0,0,0,1.5220156363878785,0.01900690721151524
ing4,25,Trinidad y Tobago,2014,2023,4203,349,1,1,1,1,1.05135731306712,0.07954505288246165
ing4,26,Belice,2008,2010,1552,55,0,0,0,0,1.1022190397625058,0.00013764318541588383
ing4,26,Belice,2010,2012,1504,55,0,0,0,0,1.107453403274027,-0.06556493369449483
ing4,26,Belice,2012,2014,1512,63,0,0,0,0,1.0792208158812449,0.0002937503569614812
ing4,26,Belice,2014,2023,1533,63,1,1,1,1,1.0253635832761947,0.04784532545767545
ing4,27,Surinam,2014,2023,4000,163,1,1,1,1,1.294167741407767,0.08418084134964803
ing4,28,Bahamas,2014,2023,3429,285,0,0,0,0,1.1380598924737322,0.016674608336929405
ing4,40,Estados Unidos,2006,2008,609,609,1,0,1,0,1.0014143325324687,0.0276136617936536
ing4,40,Estados Unidos,2008,2010,1500,1500,0,0,0,0,1.0169471959261782,0.0025953418468056774
ing4,41,CanadÃ¡,2006,2008,601,601,0,0,0,0,1.0192032760209349,0.005259796621087922
ing4,41,CanadÃ¡,2008,2010,2032,1997,1,0,0,0,1.0187090320207144,0.02166030717164219
