rho_true,rho_hat,branch,cov_T3,cov_T3_safe,cov_adaptive_safe,w_T3,w_T3_safe,w_T1
0.1,0.10703801408902383,T1,1,1,1,0.19863612702262012,0.19868398776086557,0.19992976975281468
0.1,0.10111883564854421,T1,1,1,1,0.2791916272747005,0.2791751288208501,0.28032272687105353
0.1,0.11382782605727212,T1,1,1,1,0.19766311871310116,0.19768373295974226,0.19902303296585244
0.1,0.10950685206404066,T1,1,1,1,0.18732626548457948,0.1873144116405535,0.1879859119057623
0.1,0.09506293676356163,T1,0,0,0,0.2253088803681054,0.22528467493746027,0.2255575902028314
0.1,0.1066038577292531,T1,1,1,1,0.21289136530519628,0.21289294835275557,0.21428020326964384
0.1,0.10108976640424876,T1,1,1,1,0.21639750360078092,0.2164090227133945,0.21752773888051816
0.1,0.10362456209700932,T1,1,1,1,0.23824707084330995,0.2382221397242819,0.23975951181267063
0.1,0.10638033909618709,T1,1,1,1,0.24449740540129053,0.24446762877200906,0.24654370611094062
0.1,0.1014910907410878,T1,1,1,1,0.22620159090313371,0.22622223185517448,0.2276772779275169
0.1,0.09282396064603836,T1,1,1,1,0.26473081453194375,0.2646971045861259,0.26628331278867506
0.1,0.09625095354086365,T1,1,1,1,0.3037989731003938,0.3037452625329673,0.3057831774069657
0.1,0.10649083655401677,T1,0,0,0,0.22279822043564168,0.2227974204533367,0.22433803739518185
0.1,0.1053572775621874,T1,0,0,0,0.21491731792863772,0.21487606486635144,0.21642469208124426
0.1,0.09532725865148263,T1,1,1,1,0.23548411715514136,0.23541911097032264,0.23625878479602794
0.1,0.10041842953484342,T1,0,0,0,0.22632153835438207,0.22631469168463753,0.22770629133201095
0.1,0.10320865500747278,T1,1,1,1,0.2286057483236107,0.22863672651796907,0.23003651740625214
0.1,0.099933368882412,T1,1,1,1,0.22491488652416983,0.22492934548761787,0.22581840067031783
0.1,0.09686397638809967,T1,1,1,1,0.2655316872627568,0.2655218834779977,0.2661089800647903
0.1,0.10925136841613721,T1,1,1,1,0.22579188470870645,0.22570849997995343,0.22718536304694922
0.1,0.10481250906048761,T1,1,1,1,0.23676035793452618,0.2367088388201459,0.23994057523958334
0.1,0.09834945493320199,T1,1,1,1,0.20528930638772014,0.20531552273034265,0.20618686093353022
0.1,0.10757730450963077,T1,1,1,1,0.21867894903382182,0.21867740750778752,0.22083435022721623
0.1,0.09195869860253988,T1,1,1,1,0.25378276886829837,0.25378858108052244,0.2548061741583463
0.1,0.09708391939721818,T1,1,1,1,0.21055915163601097,0.21058141240248715,0.2118864544705619
0.1,0.09805057726462253,T1,1,1,1,0.23176645908967294,0.23176228425694592,0.23285552224540101
0.1,0.09810037763689025,T1,0,0,0,0.23712553377105022,0.2371485459636055,0.23839545528841155
