cell,seed,target_n,survey_sd,transport_sd,oracle_cov_true,oracle_cov_tilde,oracle_width,plugin_cov_true,plugin_cov_tilde,plugin_width,da_wc_cov_true,da_wc_cov_tilde,da_wc_width,da_stud_cov_true,da_stud_width,da_stud_cov_tilde,da_stud_width_val
E_small_shift_noisy,40352,600,0.03387126229881103,0.015243309541763232,0.0,1.0,0.0640734385152083,1.0,1.0,0.21229001383917928,1.0,1.0,0.3503283515683736,1.0,0.1305954351128634,1.0,0.18976154679701213
E_small_shift_noisy,40353,600,0.03324991666669271,0.01441362104803765,0.0,0.0,0.0669096078235977,1.0,1.0,0.2334641662950277,1.0,1.0,0.3798130860302791,1.0,0.17169343028000725,1.0,0.21693791759864473
E_small_shift_noisy,40354,600,0.032934163383892316,0.013601247732088054,1.0,0.0,0.05632094938437389,1.0,1.0,0.25667011009277835,1.0,1.0,0.42710046714660005,1.0,0.15384043147642087,1.0,0.20589477621560093
E_small_shift_noisy,40355,600,0.03279911899760071,0.011978568029513467,1.0,0.0,0.04851279834786869,1.0,1.0,0.18147282548769594,1.0,1.0,0.312263364261237,1.0,0.11475120740238676,1.0,0.24094645579441662
E_small_shift_noisy,40356,600,0.03117481662997705,0.012187760431092183,1.0,0.0,0.053538738133169714,1.0,1.0,0.17735011987690683,1.0,1.0,0.37120497054236073,0.0,0.09414721850743148,1.0,0.20019035566457685
E_small_shift_noisy,40357,600,0.0303782561683307,0.01397835798835211,1.0,0.0,0.05916379262721232,1.0,1.0,0.21535389580684922,1.0,1.0,0.33310598708093353,1.0,0.17103724762376477,1.0,0.2928112528015493
E_small_shift_noisy,40358,600,0.03353924756458707,0.012447536685035697,1.0,0.0,0.053612902308525154,1.0,1.0,0.23864831604792974,1.0,1.0,0.39574150440244626,1.0,0.13111526067071277,0.0,0.16581432382564626
E_small_shift_noisy,40359,600,0.0359158353352737,0.013105403705525634,1.0,0.0,0.05554827244665852,1.0,1.0,0.21832156033274708,1.0,1.0,0.3810163722533332,0.0,0.07483795944494963,1.0,0.277160674197001
E_small_shift_noisy,40360,600,0.03447017577586942,0.01368606425227401,1.0,0.0,0.0524577523975957,1.0,1.0,0.16414959627153364,1.0,1.0,0.36341815216530843,1.0,0.040919545642451295,1.0,0.19462458590943416
E_small_shift_noisy,40361,600,0.03343136215331623,0.01364857469170878,1.0,0.0,0.058760403327890266,1.0,1.0,0.22578667282598594,1.0,1.0,0.39960662874899794,1.0,0.15518412429300626,1.0,0.21393243057582279
E_small_shift_noisy,40362,600,0.03298666565016673,0.013876641239802057,1.0,0.0,0.06277877723718812,1.0,1.0,0.20771534874293493,1.0,1.0,0.3556171265651634,1.0,0.10742072706314014,1.0,0.16314169121532923
E_small_shift_noisy,40363,600,0.0344396446159967,0.012616679266808933,1.0,0.0,0.049607537307054986,1.0,1.0,0.1898015566128335,1.0,1.0,0.3427530177359511,0.0,0.09389399599664054,1.0,0.2536983182403176
E_small_shift_noisy,40364,600,0.03324732342515713,0.010651055355394488,1.0,0.0,0.05169264183204936,1.0,1.0,0.19349775069236558,1.0,1.0,0.36016231352357025,1.0,0.12602231309641812,1.0,0.23098154851125718
E_small_shift_noisy,40365,600,0.03490380009132522,0.013490282529921172,0.0,0.0,0.06121224673197183,1.0,1.0,0.2093064991633909,1.0,1.0,0.36582152552726976,0.0,0.10398778540501714,1.0,0.1719892424421959
E_small_shift_noisy,40366,600,0.03390152646670698,0.011584811015133527,1.0,0.0,0.05536952664344075,1.0,1.0,0.21798888116568743,1.0,1.0,0.3504405801254819,1.0,0.12320741255677407,1.0,0.24412701266902165
E_small_shift_noisy,40367,600,0.03420586996022386,0.015015525219741699,1.0,0.0,0.0631715577298223,1.0,1.0,0.23153406950526642,1.0,1.0,0.3973829028251096,1.0,0.12392136493935746,1.0,0.2207830904451376
E_small_shift_noisy,40368,600,0.03306334507989998,0.014134290546620123,1.0,0.0,0.05919382661426734,1.0,1.0,0.18277491044861188,1.0,1.0,0.34495616367082016,0.0,0.0724959063240288,1.0,0.23731946948404828
E_small_shift_noisy,40369,600,0.03457478847089597,0.012052390561537746,1.0,0.0,0.05377985104928649,1.0,1.0,0.19714397087724822,1.0,1.0,0.39513952425710946,0.0,0.12945762213744566,0.0,0.1968977025263023
E_small_shift_noisy,40370,600,0.031659027489013156,0.012489565339946707,1.0,0.0,0.04624655367041495,1.0,1.0,0.18510184467012009,1.0,1.0,0.30797195501568386,1.0,0.10316296943541159,1.0,0.22246441519712912
E_small_shift_noisy,40371,600,0.03329596810260567,0.013180496669875665,1.0,1.0,0.06064238303943796,1.0,1.0,0.22047344930273413,1.0,1.0,0.37874262208182835,1.0,0.12704150693953895,1.0,0.22681382762383223
E_small_shift_noisy,40372,600,0.033230310902481346,0.014196759278404992,1.0,0.0,0.06959353171593327,1.0,1.0,0.18940497998588893,1.0,1.0,0.34230412099563184,1.0,0.11841929103846767,1.0,0.27826207185122714
E_small_shift_noisy,40373,600,0.03125241133302616,0.013451067907620467,1.0,0.0,0.06420721361253759,1.0,1.0,0.20501480595495908,1.0,1.0,0.3784705369200267,1.0,0.12131809243822914,1.0,0.23426518778618047
E_small_shift_noisy,40374,600,0.03829648619066523,0.01206423706570241,1.0,0.0,0.05323977433569869,1.0,1.0,0.2295565475313023,1.0,1.0,0.41234638436391835,1.0,0.12013153464179971,1.0,0.2065647362057521
E_small_shift_noisy,40375,600,0.03301591525727487,0.01297027252849405,1.0,0.0,0.055436545183573514,1.0,0.0,0.1929255194208635,1.0,1.0,0.3355684186016328,0.0,0.05953460446246559,0.0,0.1390219839293073
E_small_shift_noisy,40376,600,0.033918238606572775,0.014894177929554936,1.0,0.0,0.07056053118814362,1.0,1.0,0.24852723568509974,1.0,1.0,0.4133720734714098,1.0,0.1710200802635789,1.0,0.23140226091534286
E_small_shift_noisy,40377,600,0.03381288757869437,0.015427543595797889,1.0,1.0,0.07159034152904528,1.0,1.0,0.18793213226508373,1.0,1.0,0.41045103929695986,1.0,0.11570567531093034,1.0,0.19648518881550733
E_small_shift_noisy,40378,600,0.03253013374782941,0.013639983707950123,1.0,1.0,0.06423944930775899,1.0,1.0,0.26560151411214067,1.0,1.0,0.4043125960602919,1.0,0.16076592004751286,1.0,0.21130234951318833
E_small_shift_noisy,40379,600,0.03111638561987477,0.013584363365857194,1.0,0.0,0.05429944889554513,1.0,1.0,0.21050947115235408,1.0,1.0,0.39025546780584336,1.0,0.15834896310677732,1.0,0.24194561331701975
E_small_shift_noisy,40380,600,0.03513671248230992,0.01681592213092393,1.0,0.0,0.07975292716482929,1.0,1.0,0.22384928033060753,1.0,1.0,0.384431629673647,1.0,0.1425037165492507,1.0,0.26038324484120096
E_small_shift_noisy,40381,600,0.03223607550479359,0.012269300550675943,1.0,0.0,0.05253864579337726,1.0,1.0,0.20406855325540613,1.0,1.0,0.33568803943532743,1.0,0.12812704427297392,1.0,0.184540466587801
E_small_shift_noisy,40382,600,0.03556522388652113,0.015550890035353362,1.0,0.0,0.06810474207977082,1.0,1.0,0.2165794318981235,1.0,1.0,0.3905825954123855,1.0,0.15301197620173468,1.0,0.2527502230279327
