cntry,essround,n,trstprl,stfdem,anweight,pspwght,dweight,psu,stratum,prob,n_psu,n_strata,sample
RO,4,2146,0.9622553588070829,0.9324324324324325,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
RS,9,2043,0.9642682329907,0.9118942731277533,1.0,1.0,1.0,1.0,1.0,1.0,663,8,core
RS,10,1505,0.9813953488372092,0.9787375415282392,1.0,1.0,1.0,1.0,1.0,1.0,1505,8,core
RS,11,1563,0.9315419065898912,0.8861164427383237,1.0,1.0,1.0,1.0,1.0,1.0,625,8,core
RU,3,2437,0.9302421009437833,0.8235535494460402,0.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
RU,4,2512,0.9398885350318471,0.8320063694267515,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
RU,5,2595,0.9344894026974951,0.8816955684007707,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
RU,6,2484,0.9456521739130435,0.9106280193236715,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
RU,8,2430,0.9572016460905349,0.8839506172839506,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SE,1,1999,0.9804902451225613,0.959479739869935,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SE,2,1948,0.9794661190965093,0.9645790554414785,0.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SE,3,1927,0.9750908147379346,0.9667877529839128,0.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SE,4,1830,0.9825136612021858,0.9759562841530055,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SE,5,1497,0.9792919171676687,0.9746158984635939,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SE,6,1847,0.9783432593394694,0.9810503519220357,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SE,7,1791,0.9826912339475153,0.9804578447794529,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SE,8,1551,0.9877498388136686,0.9787234042553191,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SE,9,1539,0.9915529564652371,0.98635477582846,1.0,1.0,1.0,1.0,1.0,1.0,1539,8,core
SE,10,2287,0.9903804110188019,0.9925666812418015,1.0,1.0,1.0,1.0,1.0,1.0,2287,8,core
SE,11,1230,0.9943089430894309,0.9821138211382113,1.0,1.0,1.0,1.0,1.0,1.0,1230,8,core
SI,1,1519,0.9598420013166556,0.9585253456221198,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SI,2,1442,0.9618585298196949,0.9410540915395285,0.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SI,3,1476,0.9512195121951219,0.9336043360433605,0.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SI,4,1286,0.9665629860031104,0.9533437013996889,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SI,5,1403,0.9558089807555239,0.9536707056307911,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SI,6,1257,0.9657915672235481,0.9626093874303898,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SI,7,1224,0.9656862745098039,0.940359477124183,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SI,8,1307,0.9824024483550114,0.9678653404743688,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SI,9,1318,0.9742033383915023,0.9552352048558422,1.0,1.0,1.0,1.0,1.0,1.0,300,47,core
SI,10,1252,0.981629392971246,0.9720447284345048,1.0,1.0,1.0,1.0,1.0,1.0,297,45,core
SI,11,1248,0.9815705128205128,0.9551282051282052,1.0,1.0,1.0,1.0,1.0,1.0,334,45,core
SK,2,1512,0.9623015873015873,0.9490740740740741,0.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SK,3,1766,0.9773499433748585,0.9637599093997735,0.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SK,4,1810,0.9823204419889503,0.9773480662983426,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SK,5,1856,0.9811422413793104,0.9671336206896551,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SK,6,1847,0.9886302111532215,0.9821331889550623,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
SK,9,1083,0.989843028624192,0.9879963065558633,1.0,1.0,1.0,1.0,1.0,1.0,231,31,core
SK,10,1418,0.9851904090267983,0.9844851904090268,1.0,1.0,1.0,1.0,1.0,1.0,309,31,core
SK,11,1442,0.9930651872399445,0.9798890429958391,1.0,1.0,1.0,1.0,1.0,1.0,427,38,core
TR,2,1856,0.9525862068965517,0.8636853448275862,0.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
TR,4,2416,0.9768211920529801,0.9432947019867549,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
UA,2,2031,0.9448547513540128,0.8370260955194485,0.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
UA,3,2002,0.9615384615384616,0.8611388611388612,0.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
UA,4,1845,0.9691056910569106,0.8617886178861789,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
UA,5,1931,0.9621957534955982,0.8539616778871051,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
UA,6,2178,0.9655647382920111,0.8999081726354453,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
UA,11,2661,0.9774520856820744,0.9278466741826381,1.0,1.0,1.0,1.0,1.0,1.0,233,41,core
XK,6,1295,0.972972972972973,0.9328185328185328,1.0,1.0,1.0,0.0,0.0,0.0,0,0,extended
